Price,Close,High,Low,Open,Volume
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX
Date,,,,,
3/8/2019,34.95999908,34.99200058,34.24700165,34.57500076,68988000
3/11/2019,35.88600159,35.89799881,35.00299835,35.20000076,53873000
3/12/2019,35.6269989,36.01300049,35.38000107,35.93700027,51646000
3/13/2019,36.12099838,36.2480011,35.27700043,35.58100128,64441000
3/14/2019,35.88199997,36.38399887,35.81000137,36.04999924,52714000
3/15/2019,36.14599991,36.40000153,35.88899994,36.10200119,84445000
3/18/2019,36.34400177,37.09700012,36.18600082,36.24700165,71947000
3/19/2019,35.87799835,36.69599915,35.68000031,36.63999939,75414000
3/20/2019,37.52199936,37.59000015,35.70100021,35.89099884,109172000
3/21/2019,37.78699875,37.90000153,37.06100082,37.40000153,85440000
3/22/2019,36.10100174,37.64300156,36.00400162,37.59500122,86613000
3/25/2019,36.6230011,36.70399857,35.74399948,35.90000153,84738000
3/26/2019,35.99700165,36.83800125,35.80199814,36.78699875,76665000
3/27/2019,35.3370018,36.24700165,35.03699875,36.09999847,78524000
3/28/2019,35.46099854,35.59400177,34.91999817,35.44900131,43610000
3/29/2019,35.65599823,35.82500076,35.37099838,35.7159996,47056000
4/1/2019,36.69599915,36.83300018,35.85100174,35.90000153,70361000
4/2/2019,36.77199936,36.84199905,36.22200012,36.625,51587000
4/3/2019,36.97499847,37.3409996,36.61899948,36.92599869,53689000
4/4/2019,36.7879982,37.20500183,36.24000168,37.00699997,46273000
4/5/2019,36.54899979,36.97999954,36.4659996,36.90000153,39055000
4/8/2019,36.14099884,36.59400177,35.99300003,36.51100159,46538000
4/9/2019,36.47100067,36.67399979,35.90000153,36.05400085,54392000
4/10/2019,36.39199829,36.88499832,36.22499847,36.57899857,45456000
4/11/2019,36.76499939,37.01200104,36.08100128,36.5,65269000
4/12/2019,35.11399841,36.17499924,34.93600082,36.06900024,156462000
4/15/2019,34.88700104,35.22100067,34.22700119,35.07099915,88423000
4/16/2019,35.94599915,36.44800186,35.27199936,35.5,187402000
4/17/2019,35.47399902,36.87599945,35.06000137,36.50500107,180541000
4/18/2019,36.03499985,36.04100037,35.16400146,35.5,83532000
4/22/2019,37.73400116,37.76900101,35.90000153,35.97000122,119805000
4/23/2019,38.18899918,38.47999954,37.47100067,37.54499817,100898000
4/24/2019,37.42300034,38.18999863,37.32699966,38.10699844,65419000
4/25/2019,36.83300018,37.47600174,36.56999969,37.44900131,62555000
4/26/2019,37.48500061,37.51399994,36.62400055,36.83499908,56219000
4/29/2019,37.18299866,37.45800018,36.91199875,37.36800003,38217000
4/30/2019,37.05400085,37.45000076,36.83499908,36.95600128,38701000
5/1/2019,37.88100052,38.59899902,37.31700134,37.40000153,92573000
5/2/2019,37.90599823,38.34999847,37.45100021,37.79999924,53982000
5/3/2019,38.50299835,38.50299835,37.82699966,38.15299988,51303000
5/6/2019,37.86700058,38.13499832,37.59999847,37.76900101,57931000
5/7/2019,37.04600143,37.99100113,36.58100128,37.70000076,69749000
5/8/2019,36.43700027,36.90000153,36.13600159,36.79199982,65720000
5/9/2019,36.27500153,36.41999817,35.27500153,36.09000015,58826000
5/10/2019,36.10400009,36.52600098,35.30599976,36.16199875,56571000
5/13/2019,34.52600098,35.42599869,34.31000137,35.22900009,80267000
5/14/2019,34.56100082,34.99499893,34.25,34.87099838,53530000
5/15/2019,35.49900055,35.65000153,34.13899994,34.33399963,63401000
5/16/2019,35.93099976,36.40000153,35.39400101,35.63700104,64415000
5/17/2019,35.44499969,35.9620018,35.37900162,35.63899994,47254000
5/20/2019,34.81100082,35.24200058,34.54000092,35.1230011,46215000
5/21/2019,35.42699814,35.64300156,34.99300003,35.09500122,40264000
5/22/2019,35.97299957,37.04600143,35.72999954,35.80099869,62294000
5/23/2019,35.22100067,35.74200058,34.77000046,35.54999924,56304000
5/24/2019,35.43899918,35.94400024,35.37900162,35.54100037,38310000
5/28/2019,35.50600052,36.11999893,35.36500168,35.43899918,47171000
5/29/2019,34.91899872,35.38499832,34.59000015,35.36000061,56589000
5/30/2019,35.18500137,35.42100143,34.83000183,35.05500031,40080000
5/31/2019,34.32799911,34.93399811,34.29199982,34.72200012,50234000
6/3/2019,33.6629982,34.76599884,33.26499939,34.35599899,78496000
6/4/2019,35.34000015,35.36100006,34.32500076,34.5,78916000
6/5/2019,35.57300186,35.7879982,34.87099838,35.43799973,50201000
6/6/2019,35.71300125,35.82099915,35.20899963,35.48400116,37100000
6/7/2019,36.0870018,36.51499939,35.56900024,35.73899841,47773000
6/10/2019,35.20100021,36.70999908,34.92900085,36.36500168,78103000
6/11/2019,35.1269989,35.75799942,34.84999847,35.5,53967000
6/12/2019,34.55599976,35.36100006,34.32300186,35.18199921,45847000
6/13/2019,34.3429985,34.84999847,33.92499924,34.72299957,62093000
6/14/2019,33.97299957,34.34000015,33.61600113,34.1629982,50190000
6/17/2019,35.06200027,35.17699814,34.20600128,34.26900101,53582000
6/18/2019,35.7120018,36.15000153,35.375,35.55699921,54285000
6/19/2019,36.35200119,36.47399902,35.61199951,36.17200089,56672000
6/20/2019,36.52099991,37.01200104,36.12200165,36.5909996,58995000
6/21/2019,36.92100143,37.14500046,36.5,36.5,74484000
6/24/2019,37.10400009,37.5,37.02000046,37.02700043,48302000
6/25/2019,36.02999878,37.09999847,35.82899857,37.07500076,57504000
6/26/2019,36.22000122,36.67900085,36.15999985,36.15999985,36697000
6/27/2019,37.0019989,37.08499908,36.31999969,36.31999969,41386000
6/28/2019,36.73199844,37.15399933,36.48699951,37.02600098,45927000
7/1/2019,37.45999908,37.66600037,37.20000076,37.34999847,49926000
7/2/2019,37.54299927,37.59999847,37.03099823,37.48899841,36250000
7/3/2019,38.17200089,38.19900131,37.58399963,37.66899872,37990000
7/5/2019,38.05500031,38.13999939,37.55599976,37.82899857,37322000
7/8/2019,37.61600113,37.82500076,37.5359993,37.81900024,31134000
7/9/2019,37.99300003,38.47600174,37.75,37.90599823,69328000
7/10/2019,38.09999847,38.43399811,36.26800156,38.27700043,58788000
7/11/2019,37.95000076,38.45399857,37.88000107,38.11000061,43363000
7/12/2019,37.32500076,37.97399902,37.27899933,37.86800003,66369000
7/15/2019,36.65999985,37.36800003,36.22999954,37.29399872,79447000
7/16/2019,36.59899902,37.13399887,36.49200058,37.00899887,58632000
7/17/2019,36.24399948,36.65000153,36.17499924,36.625,136395000
7/18/2019,32.52099991,32.98500061,32.02999878,32.37599945,312871000
7/19/2019,31.51000023,32.58499908,31.42300034,32.34000015,163025000
7/22/2019,31.06200027,31.45400047,30.58099937,31.20000076,177180000
7/23/2019,30.72999954,31.35000038,30.60000038,31.1439991,91711000
7/24/2019,31.79400063,31.99900055,30.72500038,31.0510006,119618000
7/25/2019,32.64599991,32.76900101,31.62999916,31.88599968,107985000
7/26/2019,33.57799911,33.59999847,32.75,32.87900162,108475000
7/29/2019,33.27000046,33.63999939,32.8769989,33.59799957,57828000
7/30/2019,32.5929985,32.96500015,32.32300186,32.91999817,60293000
7/31/2019,32.29899979,33.17699814,31.85300064,32.51599884,62595000
8/1/2019,31.95000076,32.85800171,31.87400055,32.42499924,65632000
8/2/2019,31.88299942,31.94099998,31.18000031,31.74900055,62803000
8/5/2019,30.76300049,31.34199905,30.46800041,31.09600067,86925000
8/6/2019,31.01000023,31.18799973,30.53000069,31.05800056,61791000
8/7/2019,30.42900085,30.5,29.68099976,30.25600052,93224000
8/8/2019,31.59000015,31.63599968,30.66300011,31.10300064,59059000
8/9/2019,30.89299965,31.66399956,30.56800079,31.37400055,53491000
8/12/2019,31.08300018,31.28899956,30.3239994,30.54599953,65317000
8/13/2019,31.22800064,31.64299965,30.81599998,30.97699928,52894000
8/14/2019,29.9109993,30.8409996,29.8010006,30.8010006,73558000
8/15/2019,29.57600021,30.06299973,28.79999924,29.95000076,96292000
8/16/2019,30.28000069,30.35499954,29.62700081,29.88599968,69058000
8/19/2019,30.93799973,31.17499924,30.47500038,30.625,49422000
8/20/2019,29.89900017,30.5,29.76799965,30.45700073,73499000
8/21/2019,29.78100014,30.28800011,29.62000084,30.1609993,56854000
8/22/2019,29.69300079,30.03300095,29.31500053,29.86499977,49742000
8/23/2019,29.1439991,29.90099907,29.03199959,29.5,63249000
8/26/2019,29.49799919,29.69499969,29.25,29.52400017,46957000
8/27/2019,29.10300064,29.67700005,28.71999931,29.45400047,63094000
8/28/2019,29.17700005,29.28199959,28.77499962,28.9470005,39557000
8/29/2019,29.6779995,29.99300003,29.49900055,29.5,43885000
8/30/2019,29.375,29.8939991,29.08499908,29.87800026,44464000
9/3/2019,28.92900085,29.38999939,28.80599976,29.08200073,36828000
9/4/2019,29.15200043,29.23800087,28.65099907,29.125,46525000
9/5/2019,29.32500076,29.39699936,28.27899933,28.53199959,89668000
9/6/2019,29.0170002,29.33499908,28.70299911,29.33499908,51666000
9/9/2019,29.43400002,30.15500069,29.05999947,29.4810009,82327000
9/10/2019,28.79899979,29.71699905,28.26600075,29.11599922,123202000
9/11/2019,28.82699966,29.26499939,28.46100044,28.56999969,74059000
9/12/2019,28.88599968,29.27300072,28.65999985,28.80999947,50109000
9/13/2019,29.41500092,29.66200066,29.00399971,29.06100082,65831000
9/16/2019,29.42900085,29.74300003,28.97800064,29.42300034,53074000
9/17/2019,29.86000061,29.91500092,29.17900085,29.45000076,47771000
9/18/2019,29.15600014,29.60499954,28.74500084,29.49900055,78111000
9/19/2019,28.65999985,29.38100052,28.34000015,29.15600014,84613000
9/20/2019,27.07500076,28.25,26.60000038,28.02599907,238328000
9/23/2019,26.59199905,27.3390007,26.18899918,26.83499908,134786000
9/24/2019,25.45899963,26.5,25.22800064,26.25,163382000
9/25/2019,26.47500038,26.65999985,25.37000084,25.57099915,116438000
9/26/2019,26.33099937,26.80500031,26.02000046,26.6420002,76840000
9/27/2019,26.30800056,26.74399948,26.03899956,26.61800003,73283000
9/30/2019,26.76199913,26.88800049,26.27799988,26.39999962,67272000
10/1/2019,26.95800018,27.21999931,26.40299988,26.73500061,86503000
10/2/2019,26.8029995,26.93499947,26.21899986,26.36100006,76591000
10/3/2019,26.81500053,26.88400078,25.70100021,26.77799988,89510000
10/4/2019,27.27899933,27.54800034,26.64699936,26.81999969,98904000
10/7/2019,27.44599915,27.66799927,27.12800026,27.1989994,65256000
10/8/2019,27.0720005,27.5529995,27.06399918,27.3029995,62764000
10/9/2019,26.75300026,27.10000038,26.45700073,27.00200081,67944000
10/10/2019,28.04800034,28.0529995,26.50300026,26.59700012,108091000
10/11/2019,28.29299927,28.78700066,28.23399925,28.47999954,87861000
10/14/2019,28.5529995,28.69300079,28.20000076,28.39299965,55132000
10/15/2019,28.42499924,28.58699989,27.94000053,28.38199997,76856000
10/16/2019,28.62800026,28.81699944,28.0739994,28.31200027,161759000
10/17/2019,29.33499908,30.875,28.82999992,30.4489994,382589000
10/18/2019,27.53000069,29.09000015,27.33600044,28.93600082,234299000
10/21/2019,27.80500031,27.99399948,26.89999962,27.28899956,125992000
10/22/2019,26.66900063,27.54100037,26.57999992,27.11599922,118024000
10/23/2019,27.12700081,27.3920002,26.66300011,26.80599976,71335000
10/24/2019,27.14999962,27.40200043,26.87999916,27.18099976,48274000
10/25/2019,27.68199921,27.77700043,27.01799965,27.06800079,47478000
10/28/2019,28.18600082,28.57500076,27.73500061,27.80500031,62484000
10/29/2019,28.12100029,28.44099998,27.75499916,28.18700027,43562000
10/30/2019,29.14500046,29.34900093,28.29999924,28.43400002,93456000
10/31/2019,28.74099922,29.14500046,28.47800064,29.10000038,50900000
11/1/2019,28.68099976,28.91200066,28.30200005,28.87000084,55943000
11/4/2019,29.2859993,29.53899956,28.7159996,28.79999924,55662000
11/5/2019,28.8029995,29.11899948,28.63100052,28.99900055,40624000
11/6/2019,28.85899925,29.05599976,28.58399963,28.81900024,34383000
11/7/2019,28.95700073,29.81900024,28.82699966,29.06999969,59285000
11/8/2019,29.15699959,29.39900017,28.75099945,28.87299919,45090000
11/11/2019,29.41799927,29.63599968,28.85000038,28.91600037,39443000
11/12/2019,29.20100021,29.53499985,28.87000084,29.53199959,57728000
11/13/2019,28.31100082,29.3409996,28.11400032,29.10300064,91589000
11/14/2019,28.96199989,29.06299973,28.3220005,28.32500076,65290000
11/15/2019,29.50300026,29.58200073,28.75699997,29.05900002,63338000
11/18/2019,30.25699997,30.49900055,29.32799911,29.60000038,86166000
11/19/2019,30.26000023,30.56699944,29.85199928,30.40099907,59180000
11/20/2019,30.51600075,30.82500076,30.10000038,30.10099983,51118000
11/21/2019,31.16900063,31.2689991,30.4260006,30.60000038,74884000
11/22/2019,31.04800034,31.13999939,30.44099998,30.90999985,59701000
11/25/2019,31.55500031,31.57299995,30.52499962,30.88299942,78739000
11/26/2019,31.24900055,31.64999962,31.16900063,31.5,53210000
11/27/2019,31.59300041,31.68199921,31.27499962,31.39299965,40969000
11/29/2019,31.4659996,31.66200066,31.33399963,31.57799911,24117000
12/2/2019,30.99900055,31.43899918,30.375,31.43899918,62188000
12/3/2019,30.61599922,30.73600006,30.18799973,30.22200012,49928000
12/4/2019,30.43199921,30.84300041,30.32699966,30.84300041,35121000
12/5/2019,30.2859993,30.64800072,29.88100052,30.52700043,46155000
12/6/2019,30.73500061,30.78499985,30.26000023,30.46999931,44578000
12/9/2019,30.25,31.14900017,30.24399948,30.73500061,57484000
12/10/2019,29.31200027,29.8939991,29.20199966,29.61199951,104761000
12/11/2019,29.89299965,29.94300079,29.42000008,29.4489994,55898000
12/12/2019,29.84399986,29.91699982,29.50600052,29.56699944,47666000
12/13/2019,29.85000038,30.18000031,29.72500038,29.85000038,38797000
12/16/2019,30.42099953,30.57099915,29.86300087,30.08499908,46589000
12/17/2019,31.54800034,31.68000031,30.65999985,30.73600006,104271000
12/18/2019,32.08000183,32.5359993,31.55999947,31.62599945,112074000
12/19/2019,33.22200012,33.28300095,32.41799927,32.45000076,98223000
12/20/2019,33.68999863,33.79999924,33.06000137,33.5,99149000
12/23/2019,33.31000137,33.79499817,33.10200119,33.77600098,57653000
12/24/2019,33.31999969,33.56999969,33.15999985,33.40100098,20193000
12/26/2019,33.26300049,33.64599991,33.20100021,33.45999908,35899000
12/27/2019,32.9090004,33.38199997,32.60100174,33.29600143,50361000
12/30/2019,32.33100128,32.91899872,32.2859993,32.90800095,43115000
12/31/2019,32.35699844,32.49200058,32.10900116,32.20000076,37133000
1/2/2020,32.98099899,32.9980011,32.47800064,32.61000061,44858000
1/3/2020,32.59000015,32.98600006,32.5530014,32.6780014,38069000
1/6/2020,33.58300018,33.63600159,32.11999893,32.31200027,56631000
1/7/2020,33.07500076,33.66999817,33.02999878,33.64699936,47032000
1/8/2020,33.92599869,34.27000046,33.10499954,33.14899826,71045000
1/9/2020,33.56600189,34.34199905,33.46099854,34.20000076,47093000
1/10/2020,32.90499878,33.84999847,32.72700119,33.71300125,47183000
1/13/2020,33.89199829,34.08499908,33.15100098,33.18000031,62900000
1/14/2020,33.86899948,34.5379982,33.55199814,34.43999863,71994000
1/15/2020,33.9070015,34.31700134,33.65999985,33.86800003,51580000
1/16/2020,33.86199951,34.35599899,33.58499908,34.34999847,50160000
1/17/2020,33.96699905,34.1570015,33.73799896,34.09999847,60665000
1/21/2020,33.81100082,34.09999847,33.25899887,34,143503000
1/22/2020,32.59999847,33.63000107,32.36000061,33.25500107,217300000
1/23/2020,34.95999908,34.98799896,32.50099945,32.60400009,182003000
1/24/2020,35.31600189,35.98500061,34.58800125,34.84600067,179397000
1/27/2020,34.2879982,35.18999863,34.10200119,34.59500122,77095000
1/28/2020,34.85200119,35.24000168,34.27799988,34.58800125,68216000
1/29/2020,34.31600189,34.93999863,33.85499954,34.90000153,76435000
1/30/2020,34.77399826,34.81999969,33.92499924,34.11000061,53281000
1/31/2020,34.50899887,34.73899841,34.09799957,34.73899841,52300000
2/3/2020,35.79999924,35.96300125,34.62799835,34.72399902,66706000
2/4/2020,36.90100098,36.95700073,35.61000061,36.09999847,71615000
2/5/2020,36.96699905,37.52500153,36.22999954,37.51300049,64370000
2/6/2020,36.69499969,37.15499878,36.25099945,36.95999908,39204000
2/7/2020,36.67699814,37.18000031,36.35699844,36.50400162,43852000
2/10/2020,37.10699844,37.47999954,36.2519989,36.5,52941000
2/11/2020,37.36899948,37.81100082,36.97200012,37.375,47729000
2/12/2020,38.00099945,38.06200027,37.58800125,37.7179985,46248000
2/13/2020,38.13999939,38.53699875,37.65100098,37.69599915,44854000
2/14/2020,38.04000092,38.51499939,37.94300079,38.14699936,37363000
2/18/2020,38.77799988,38.95399857,37.91899872,37.93000031,51739000
2/19/2020,38.61899948,39.29499817,38.49000168,38.81200027,48964000
2/20/2020,38.59999847,38.97000122,37.66799927,38.65599823,40794000
2/21/2020,38.00699997,38.73199844,37.79000092,38.53300095,39301000
2/24/2020,36.86999893,37.2820015,36.09999847,36.47600174,69364000
2/25/2020,36.00899887,37.56499863,35.77199936,37.20000076,64812000
2/26/2020,37.92399979,38.20000076,36.5,36.63100052,89341000
2/27/2020,37.17100143,39.15599823,37.06000137,37.14599991,109677000
2/28/2020,36.90299988,37.67699814,35.68000031,36.42100143,111686000
3/2/2020,38.10499954,38.13600159,36.45000076,37.31100082,69979000
3/3/2020,36.8769989,39.35200119,36.74000168,38.10300064,83646000
3/4/2020,38.37900162,38.40100098,37.05099869,37.77700043,54873000
3/5/2020,37.27799988,39.13999939,36.86399841,38.09999847,87470000
3/6/2020,36.89699936,37.13100052,35.68500137,36.77000046,81472000
3/9/2020,34.64899826,35.74700165,34.17200089,34.38600159,74055000
3/10/2020,36.4129982,36.45399857,34.78499985,35.64300156,76044000
3/11/2020,34.99200058,36.29800034,34.47900009,35.89199829,60360000
3/12/2020,31.52499962,33.5719986,30.73200035,32.65000153,120716000
3/13/2020,33.63000107,33.64199829,30.73900032,33.05099869,94582000
3/16/2020,29.88400078,33.43500137,29.47500038,30.66300011,105599000
3/17/2020,31.97500038,32.29000092,29.02499962,30.61899948,100139000
3/18/2020,31.54700089,33.15800095,30,30.23999977,125936000
3/19/2020,33.20299911,34.85100174,31.68199921,32.43299866,106160000
3/20/2020,33.28300095,35.04899979,33.20000076,34.23099899,108538000
3/23/2020,36.02700043,36.61100006,34.08800125,34.78900146,134494000
3/24/2020,35.73199844,37.29299927,35.3030014,36.99900055,116387000
3/25/2020,34.23899841,36.20000076,33.91699982,36.10200119,87672000
3/26/2020,36.29899979,36.38399887,34.17300034,34.40000153,72296000
3/27/2020,35.7120018,36.85599899,35.29999924,35.9090004,79488000
3/30/2020,37.09600067,37.77999878,36.11700058,36.29999924,86220000
3/31/2020,37.54999924,38.30099869,36.64400101,36.79299927,93665000
4/1/2020,36.40800095,38.02299881,36.10200119,37.60499954,66725000
4/2/2020,37.00799942,37.09899902,36.00600052,36.40800095,45925000
4/3/2020,36.17599869,37.09000015,35.75099945,36.74700165,48608000
4/6/2020,37.99599838,38.02899933,36.17100143,36.52199936,81839000
4/7/2020,37.22800064,38.13299942,36.93399811,38,70464000
4/8/2020,37.11199951,37.8390007,36.83100128,37.40100098,69089000
4/9/2020,37.0719986,37.20999908,36.3030014,37.10599899,77113000
4/13/2020,39.67200089,40.05099869,36.77000046,37.13100052,116929000
4/14/2020,41.35499954,41.7820015,39.48500061,39.75,115810000
4/15/2020,42.67499924,43.4980011,41.22499847,41.29999924,135612000
4/16/2020,43.91699982,44.95199966,43.1609993,43.70000076,161287000
4/17/2020,42.29600143,43.20000076,41.47000122,43.09999847,126163000
4/20/2020,43.74900055,44.44900131,43.05599976,43.51699829,126558000
4/21/2020,43.38299942,44.70000076,42.56000137,44.47700119,231776000
4/22/2020,42.14199829,43.29999924,41.29999924,42.97299957,210848000
4/23/2020,42.66999817,43.8409996,41.92599869,41.92599869,139523000
4/24/2020,42.49900055,42.71699905,41.58800125,42.5,86589000
4/27/2020,42.13800049,42.90000153,42.08399963,42.5,62775000
4/28/2020,40.38299942,42.09999847,40.29100037,41.99900055,101012000
4/29/2020,41.18899918,41.58599854,39.36000061,39.95299911,96931000
4/30/2020,41.98500061,42.44400024,40.79999924,41.03099823,79540000
5/1/2020,41.52700043,42.79700089,41.17300034,41.50999832,82999000
5/4/2020,42.81499863,42.85400009,41.48699951,41.77799988,77991000
5/5/2020,42.4679985,43.09999847,42.15599823,42.75600052,62863000
5/6/2020,43.42599869,43.97700119,42.63899994,42.93000031,66607000
5/7/2020,43.65299988,43.88800049,43.06600189,43.68899918,56419000
5/8/2020,43.55500031,44.20000076,43.36399841,43.41400146,50493000
5/11/2020,44.05199814,44.48899841,43.55599976,43.63299942,54860000
5/12/2020,43.18199921,44.41699982,43.13600159,44.20000076,45982000
5/13/2020,43.82699966,44.70000076,42.72700119,43.56900024,70146000
5/14/2020,44.19499969,45.23799896,43.2820015,44.49000168,90075000
5/15/2020,45.41899872,45.5,43.75099945,44.06999969,72440000
5/18/2020,45.25799942,45.63600159,44.33499908,45.11600113,77735000
5/19/2020,45.10400009,45.89699936,45.04700089,45.34000015,48105000
5/20/2020,44.76699829,45.58100128,44.40000153,45.42499924,56073000
5/21/2020,43.625,44.89599991,43.02500153,44.85599899,91173000
5/22/2020,42.93199921,43.9090004,42.7179985,43.70000076,54223000
5/26/2020,41.47700119,42.84999847,41.31399918,42.77700043,78811000
5/27/2020,41.98899841,42.0019989,39.7859993,41.0379982,104463000
5/28/2020,41.34400177,42.23699951,41.15000153,41.72399902,56551000
5/29/2020,41.97299957,42.02999878,41.18500137,41.74599838,52549000
6/1/2020,42.59199905,42.67200089,41.59799957,41.88299942,37437000
6/2/2020,42.73099899,42.75899887,41.94599915,42.5870018,34948000
6/3/2020,42.1969986,42.70999908,41.80500031,42.69499969,43160000
6/4/2020,41.43299866,42.87099838,41.00299835,42.23899841,54105000
6/5/2020,41.95999908,42.02399826,40.42499924,40.72900009,50996000
6/8/2020,41.94900131,42.08000183,40.65000153,41.59999847,58515000
6/9/2020,43.40499878,43.47299957,42.03099823,42.16500092,67970000
6/10/2020,43.44800186,43.96900177,43.05500031,43.59999847,48969000
6/11/2020,42.55599976,44.55699921,42.41600037,42.81999969,74629000
6/12/2020,41.80699921,43.40599823,41.24499893,42.90000153,64611000
6/15/2020,42.54999924,42.64899826,41.54199982,42.13999939,44679000
6/16/2020,43.61299896,43.79600143,42.51800156,42.57600021,55079000
6/17/2020,44.77700043,45.04600143,43.92200089,44.18199921,65296000
6/18/2020,44.98699951,45.27600098,44.27999878,44.8730011,42776000
6/19/2020,45.37200165,45.39699936,44.56000137,44.91199875,59345000
6/22/2020,46.80400085,46.85900116,45.42100143,45.50099945,62721000
6/23/2020,46.62599945,47.40100098,46.45000076,46.65000153,59484000
6/24/2020,45.78499985,47.23600006,45.40000153,46.85400009,48262000
6/25/2020,46.5909996,46.70100021,45.40000153,45.88600159,41345000
6/26/2020,44.34000015,46.8030014,44.22399902,46.63899994,68047000
6/29/2020,44.72399902,44.76699829,43.2140007,44.52299881,48440000
6/30/2020,45.50400162,45.75899887,44.70000076,45.0019989,41985000
7/1/2020,48.56399918,48.82300186,45.40000153,45.40000153,97059000
7/2/2020,47.68899918,49.22800064,47.5530014,48.56399918,63515000
7/6/2020,49.38100052,49.95000076,47.97999954,48.07699966,78390000
7/7/2020,49.31600189,50.48199844,49.08300018,49.73099899,56699000
7/8/2020,50.27799988,50.50999832,49.38100052,49.85800171,56917000
7/9/2020,50.77600098,51,49.57799911,50.84000015,58405000
7/10/2020,54.8730011,55.58800125,51.12799835,51.97299957,216056000
7/13/2020,52.54999924,57.53699875,52.09600067,56.79800034,183990000
7/14/2020,52.48799896,52.54999924,49.04899979,51.70800018,150833000
7/15/2020,52.32600021,52.90000153,51.01800156,51.63000107,100667000
7/16/2020,52.73899841,53.55400085,50.43600082,52.64799881,244990000
7/17/2020,49.29899979,50.35900116,48.41400146,49.48699951,249914000
7/20/2020,50.24100113,50.45000076,48.41999817,48.91400146,119403000
7/21/2020,49.00999832,50.62200165,48.86100006,50.59999847,91137000
7/22/2020,48.98199844,49.72000122,48.72000122,49.21900177,69541000
7/23/2020,47.75799942,49.18999863,47.20199966,49.11299896,77220000
7/24/2020,48.04499817,48.71699905,46.75400162,46.8769989,77462000
7/27/2020,49.56499863,49.69200134,48.23099899,48.45100021,78631000
7/28/2020,48.85100174,49.77899933,48.77600098,49.60200119,59867000
7/29/2020,48.44800186,49.49200058,48.4129982,49.22499847,66118000
7/30/2020,48.58000183,48.83499908,47.75099945,48.07099915,66086000
7/31/2020,48.88800049,49.47999954,48.45000076,48.82899857,59163000
8/3/2020,49.86199951,50.30899811,49.02299881,49.08599854,58731000
